zone,complex,dong,line,ho,floor,excelRow,price,expectedPrice,difference,absDifference,lowFloor,lowPrice,peakFloor,topFloor
2구역,신현대,102,8,808,8,1394,47.13,45.903000000000006,1.2269999999999968,1.2269999999999968,1,42.9,11,12
2구역,신현대,102,8,908,9,1402,47.13,46.332,0.7980000000000018,0.7980000000000018,1,42.9,11,12
2구역,신현대,102,8,1008,10,1410,47.13,46.761,0.3689999999999998,0.3689999999999998,1,42.9,11,12
2구역,신현대,102,8,1108,11,1418,47.13,47.190000000000005,-0.060000000000002274,0.060000000000002274,1,42.9,11,12
2구역,신현대,102,8,1208,12,1426,46.5,46.761,-0.2610000000000028,0.2610000000000028,1,42.9,11,12
2구역,신현대,103,1,201,2,1435,43.89,43.329,0.5609999999999999,0.5609999999999999,1,42.9,11,12
2구역,신현대,103,1,301,3,1443,45.03,43.758,1.2719999999999985,1.2719999999999985,1,42.9,11,12
2구역,신현대,103,1,401,4,1451,45.76,44.187,1.5730000000000004,1.5730000000000004,1,42.9,11,12
2구역,신현대,103,1,501,5,1459,45.76,44.616,1.1439999999999984,1.1439999999999984,1,42.9,11,12
2구역,신현대,103,1,601,6,1467,46.5,45.045,1.4549999999999983,1.4549999999999983,1,42.9,11,12
2구역,신현대,103,1,701,7,1475,47.13,45.474000000000004,1.6559999999999988,1.6559999999999988,1,42.9,11,12
2구역,신현대,103,1,801,8,1483,47.13,45.903000000000006,1.2269999999999968,1.2269999999999968,1,42.9,11,12
2구역,신현대,103,1,901,9,1491,47.13,46.332,0.7980000000000018,0.7980000000000018,1,42.9,11,12
2구역,신현대,103,1,1001,10,1499,47.13,46.761,0.3689999999999998,0.3689999999999998,1,42.9,11,12
2구역,신현대,103,1,1101,11,1507,47.13,47.190000000000005,-0.060000000000002274,0.060000000000002274,1,42.9,11,12
2구역,신현대,103,1,1201,12,1515,46.5,46.761,-0.2610000000000028,0.2610000000000028,1,42.9,11,12
2구역,신현대,103,2,202,2,1436,43.89,43.329,0.5609999999999999,0.5609999999999999,1,42.9,11,12
2구역,신현대,103,2,302,3,1444,45.03,43.758,1.2719999999999985,1.2719999999999985,1,42.9,11,12
2구역,신현대,103,2,402,4,1452,45.76,44.187,1.5730000000000004,1.5730000000000004,1,42.9,11,12
2구역,신현대,103,2,502,5,1460,45.76,44.616,1.1439999999999984,1.1439999999999984,1,42.9,11,12
2구역,신현대,103,2,602,6,1468,46.5,45.045,1.4549999999999983,1.4549999999999983,1,42.9,11,12
2구역,신현대,103,2,702,7,1476,47.13,45.474000000000004,1.6559999999999988,1.6559999999999988,1,42.9,11,12
2구역,신현대,103,2,802,8,1484,47.13,45.903000000000006,1.2269999999999968,1.2269999999999968,1,42.9,11,12
2구역,신현대,103,2,902,9,1492,47.13,46.332,0.7980000000000018,0.7980000000000018,1,42.9,11,12
2구역,신현대,103,2,1002,10,1500,47.13,46.761,0.3689999999999998,0.3689999999999998,1,42.9,11,12
2구역,신현대,103,2,1102,11,1508,47.13,47.190000000000005,-0.060000000000002274,0.060000000000002274,1,42.9,11,12
2구역,신현대,103,2,1202,12,1516,46.5,46.761,-0.2610000000000028,0.2610000000000028,1,42.9,11,12
2구역,신현대,103,3,203,2,1437,43.89,43.329,0.5609999999999999,0.5609999999999999,1,42.9,11,12
2구역,신현대,103,3,303,3,1445,45.03,43.758,1.2719999999999985,1.2719999999999985,1,42.9,11,12
2구역,신현대,103,3,403,4,1453,45.76,44.187,1.5730000000000004,1.5730000000000004,1,42.9,11,12
2구역,신현대,103,3,503,5,1461,45.76,44.616,1.1439999999999984,1.1439999999999984,1,42.9,11,12
2구역,신현대,103,3,603,6,1469,46.5,45.045,1.4549999999999983,1.4549999999999983,1,42.9,11,12
2구역,신현대,103,3,703,7,1477,47.13,45.474000000000004,1.6559999999999988,1.6559999999999988,1,42.9,11,12
2구역,신현대,103,3,803,8,1485,47.13,45.903000000000006,1.2269999999999968,1.2269999999999968,1,42.9,11,12
2구역,신현대,103,3,903,9,1493,47.13,46.332,0.7980000000000018,0.7980000000000018,1,42.9,11,12
2구역,신현대,103,3,1003,10,1501,47.13,46.761,0.3689999999999998,0.3689999999999998,1,42.9,11,12
2구역,신현대,103,3,1103,11,1509,47.13,47.190000000000005,-0.060000000000002274,0.060000000000002274,1,42.9,11,12
2구역,신현대,103,3,1203,12,1517,46.5,46.761,-0.2610000000000028,0.2610000000000028,1,42.9,11,12
2구역,신현대,103,4,204,2,1438,43.89,43.329,0.5609999999999999,0.5609999999999999,1,42.9,11,12
2구역,신현대,103,4,304,3,1446,45.03,43.758,1.2719999999999985,1.2719999999999985,1,42.9,11,12
2구역,신현대,103,4,404,4,1454,45.76,44.187,1.5730000000000004,1.5730000000000004,1,42.9,11,12
2구역,신현대,103,4,504,5,1462,45.76,44.616,1.1439999999999984,1.1439999999999984,1,42.9,11,12
2구역,신현대,103,4,604,6,1470,46.5,45.045,1.4549999999999983,1.4549999999999983,1,42.9,11,12
2구역,신현대,103,4,704,7,1478,47.13,45.474000000000004,1.6559999999999988,1.6559999999999988,1,42.9,11,12
2구역,신현대,103,4,804,8,1486,47.13,45.903000000000006,1.2269999999999968,1.2269999999999968,1,42.9,11,12
2구역,신현대,103,4,904,9,1494,47.13,46.332,0.7980000000000018,0.7980000000000018,1,42.9,11,12
2구역,신현대,103,4,1004,10,1502,47.13,46.761,0.3689999999999998,0.3689999999999998,1,42.9,11,12
2구역,신현대,103,4,1104,11,1510,47.13,47.190000000000005,-0.060000000000002274,0.060000000000002274,1,42.9,11,12
2구역,신현대,103,4,1204,12,1518,46.5,46.761,-0.2610000000000028,0.2610000000000028,1,42.9,11,12
2구역,신현대,103,5,205,2,1439,43.89,43.329,0.5609999999999999,0.5609999999999999,1,42.9,11,12
2구역,신현대,103,5,305,3,1447,45.03,43.758,1.2719999999999985,1.2719999999999985,1,42.9,11,12
2구역,신현대,103,5,405,4,1455,45.76,44.187,1.5730000000000004,1.5730000000000004,1,42.9,11,12
2구역,신현대,103,5,505,5,1463,45.76,44.616,1.1439999999999984,1.1439999999999984,1,42.9,11,12
2구역,신현대,103,5,605,6,1471,46.5,45.045,1.4549999999999983,1.4549999999999983,1,42.9,11,12
2구역,신현대,103,5,705,7,1479,47.13,45.474000000000004,1.6559999999999988,1.6559999999999988,1,42.9,11,12
2구역,신현대,103,5,805,8,1487,47.13,45.903000000000006,1.2269999999999968,1.2269999999999968,1,42.9,11,12
2구역,신현대,103,5,905,9,1495,47.13,46.332,0.7980000000000018,0.7980000000000018,1,42.9,11,12
2구역,신현대,103,5,1005,10,1503,47.13,46.761,0.3689999999999998,0.3689999999999998,1,42.9,11,12
2구역,신현대,103,5,1105,11,1511,47.13,47.190000000000005,-0.060000000000002274,0.060000000000002274,1,42.9,11,12
2구역,신현대,103,5,1205,12,1519,46.5,46.761,-0.2610000000000028,0.2610000000000028,1,42.9,11,12
2구역,신현대,103,6,206,2,1440,43.89,43.329,0.5609999999999999,0.5609999999999999,1,42.9,11,12
2구역,신현대,103,6,306,3,1448,45.03,43.758,1.2719999999999985,1.2719999999999985,1,42.9,11,12
2구역,신현대,103,6,406,4,1456,45.76,44.187,1.5730000000000004,1.5730000000000004,1,42.9,11,12
2구역,신현대,103,6,506,5,1464,45.76,44.616,1.1439999999999984,1.1439999999999984,1,42.9,11,12
2구역,신현대,103,6,606,6,1472,46.5,45.045,1.4549999999999983,1.4549999999999983,1,42.9,11,12
2구역,신현대,103,6,706,7,1480,47.13,45.474000000000004,1.6559999999999988,1.6559999999999988,1,42.9,11,12
2구역,신현대,103,6,806,8,1488,47.13,45.903000000000006,1.2269999999999968,1.2269999999999968,1,42.9,11,12
2구역,신현대,103,6,906,9,1496,47.13,46.332,0.7980000000000018,0.7980000000000018,1,42.9,11,12
2구역,신현대,103,6,1006,10,1504,47.13,46.761,0.3689999999999998,0.3689999999999998,1,42.9,11,12
2구역,신현대,103,6,1106,11,1512,47.13,47.190000000000005,-0.060000000000002274,0.060000000000002274,1,42.9,11,12
2구역,신현대,103,6,1206,12,1520,46.5,46.761,-0.2610000000000028,0.2610000000000028,1,42.9,11,12
