구역,단지명,동,호,원본공시가격_2026_억,순위기준가격_2026_억,저층기준층,최고가격층,최고층,보정기준
2구역,신현대,117,501,67.650000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,117,502,67.650000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,117,503,67.650000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,117,504,67.650000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,117,601,68.640000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,117,602,68.640000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,117,603,68.640000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,117,604,68.640000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,117,701,69.540000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,117,702,69.540000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,117,703,69.540000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,117,704,69.540000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,117,801,69.540000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,117,802,69.540000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,117,803,69.540000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,117,804,69.540000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,117,901,69.540000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,117,902,69.540000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,117,903,69.540000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,117,904,69.540000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,117,1001,69.540000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,117,1002,69.540000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,117,1003,69.540000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,117,1004,69.540000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,117,1101,69.540000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,117,1102,69.540000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,117,1103,69.540000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,117,1104,69.540000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,117,1201,69.540000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,117,1202,69.540000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,117,1203,69.540000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,117,1204,69.540000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,117,1301,68.640000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,117,1302,68.640000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,117,1303,68.640000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,117,1304,68.640000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,101,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,118,102,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,118,103,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,118,104,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,118,201,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,118,202,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,118,203,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,118,204,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,118,301,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,118,302,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,118,303,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,118,304,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,118,401,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,118,402,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,118,403,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,118,404,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,118,501,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,118,502,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,118,503,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,118,504,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,118,601,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,118,602,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,118,603,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,118,604,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,118,701,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,118,702,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,118,703,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,118,704,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,118,801,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,118,802,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,118,803,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,118,804,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,118,901,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,118,902,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,118,903,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,118,904,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,118,1001,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,118,1002,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,118,1003,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,118,1004,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,118,1101,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,1102,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,1103,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,1104,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,1201,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,118,1202,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,118,1203,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,118,1204,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,118,1301,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,1302,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,1303,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,118,1304,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,119,101,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,119,102,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,119,103,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,119,104,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,119,201,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,119,202,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,119,203,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,119,204,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,119,301,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,119,302,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,119,303,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,119,304,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,119,401,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,119,402,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,119,403,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,119,404,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,119,501,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,119,502,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,119,503,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,119,504,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,119,601,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,119,602,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,119,603,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,119,604,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,119,701,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,119,702,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,119,703,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,119,704,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,119,801,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,119,802,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,119,803,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,119,804,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,119,901,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,119,902,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,119,903,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,119,904,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,119,1001,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,119,1002,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,119,1003,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,119,1004,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,119,1101,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,119,1102,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,119,1103,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,119,1104,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,119,1201,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,119,1202,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,119,1203,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,119,1204,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,119,1301,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,119,1302,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,119,1303,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,119,1304,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,120,101,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,120,102,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,120,103,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,120,104,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,120,201,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,120,202,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,120,203,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,120,204,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,120,301,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,120,302,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,120,303,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,120,304,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,120,401,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,120,402,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,120,403,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,120,404,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,120,501,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,120,502,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,120,503,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,120,504,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,120,601,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,120,602,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,120,603,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,120,604,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,120,701,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,120,702,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,120,703,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,120,704,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,120,801,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,120,802,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,120,803,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,120,804,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,120,901,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,120,902,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,120,903,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,120,904,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,120,1001,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,120,1002,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,120,1003,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,120,1004,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,120,1101,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,120,1102,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,120,1103,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,120,1104,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,120,1201,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,120,1202,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,120,1203,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,120,1204,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,120,1301,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,120,1302,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,120,1303,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,120,1304,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,121,101,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,121,102,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,121,103,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,121,104,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,121,201,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,121,202,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,121,203,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,121,204,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,121,301,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,121,302,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,121,303,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,121,304,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,121,401,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,121,402,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,121,403,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,121,404,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,121,501,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,121,502,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,121,503,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,121,504,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,121,601,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,121,602,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,121,603,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,121,604,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,121,701,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,121,702,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,121,703,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,121,704,67.490000,64.886182,1,12,13,13층 10% 보정
2구역,신현대,121,801,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,121,802,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,121,803,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,121,804,67.490000,65.445545,1,12,13,13층 10% 보정
2구역,신현대,121,901,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,121,902,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,121,903,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,121,904,67.490000,66.004909,1,12,13,13층 10% 보정
2구역,신현대,121,1001,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,121,1002,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,121,1003,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,121,1004,67.490000,66.564273,1,12,13,13층 10% 보정
2구역,신현대,121,1101,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,121,1102,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,121,1103,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,121,1104,67.490000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,121,1201,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,121,1202,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,121,1203,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,121,1204,67.490000,67.683000,1,12,13,13층 10% 보정
2구역,신현대,121,1301,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,121,1302,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,121,1303,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,121,1304,66.610000,67.123636,1,12,13,13층 10% 보정
2구역,신현대,122,101,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,122,102,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,122,103,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,122,104,40.370000,40.370000,1,12,13,13층 10% 보정
2구역,신현대,122,201,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,122,202,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,122,203,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,122,204,41.280000,40.737000,1,12,13,13층 10% 보정
2구역,신현대,122,301,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,122,302,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,122,303,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,122,304,42.350000,41.104000,1,12,13,13층 10% 보정
2구역,신현대,122,401,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,122,402,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,122,403,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,122,404,43.040000,41.471000,1,12,13,13층 10% 보정
2구역,신현대,122,501,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,122,502,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,122,503,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,122,504,43.040000,41.838000,1,12,13,13층 10% 보정
2구역,신현대,122,601,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,122,602,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,122,603,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,122,604,43.700000,42.205000,1,12,13,13층 10% 보정
2구역,신현대,122,701,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,122,702,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,122,703,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,122,704,44.290000,42.572000,1,12,13,13층 10% 보정
2구역,신현대,122,801,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,122,802,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,122,803,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,122,804,44.290000,42.939000,1,12,13,13층 10% 보정
2구역,신현대,122,901,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,122,902,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,122,903,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,122,904,44.290000,43.306000,1,12,13,13층 10% 보정
2구역,신현대,122,1001,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,122,1002,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,122,1003,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,122,1004,44.290000,43.673000,1,12,13,13층 10% 보정
2구역,신현대,122,1101,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,122,1102,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,122,1103,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,122,1104,44.290000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,122,1201,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,122,1202,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,122,1203,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,122,1204,44.290000,44.407000,1,12,13,13층 10% 보정
2구역,신현대,122,1301,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,122,1302,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,122,1303,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,122,1304,43.700000,44.040000,1,12,13,13층 10% 보정
2구역,신현대,123,101,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,123,102,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,123,103,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,123,104,67.260000,67.260000,1,12,13,13층 10% 보정
2구역,신현대,123,201,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,123,202,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,123,203,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,123,204,68.990000,67.871455,1,12,13,13층 10% 보정
2구역,신현대,123,301,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,123,302,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,123,303,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,123,304,70.680000,68.482909,1,12,13,13층 10% 보정
2구역,신현대,123,401,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,123,402,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,123,403,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,123,404,71.880000,69.094364,1,12,13,13층 10% 보정
2구역,신현대,123,501,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,123,502,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,123,503,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,123,504,71.880000,69.705818,1,12,13,13층 10% 보정
2구역,신현대,123,601,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,123,602,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,123,603,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,123,604,72.920000,70.317273,1,12,13,13층 10% 보정
2구역,신현대,123,701,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,123,702,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,123,703,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,123,704,73.890000,70.928727,1,12,13,13층 10% 보정
2구역,신현대,123,801,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,123,802,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,123,803,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,123,804,73.890000,71.540182,1,12,13,13층 10% 보정
2구역,신현대,123,901,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,123,902,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,123,903,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,123,904,73.890000,72.151636,1,12,13,13층 10% 보정
2구역,신현대,123,1001,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,123,1002,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,123,1003,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,123,1004,73.890000,72.763091,1,12,13,13층 10% 보정
2구역,신현대,123,1101,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,123,1102,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,123,1103,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,123,1104,73.890000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,123,1201,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,123,1202,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,123,1203,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,123,1204,73.890000,73.986000,1,12,13,13층 10% 보정
2구역,신현대,123,1301,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,123,1302,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,123,1303,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,123,1304,72.920000,73.374545,1,12,13,13층 10% 보정
2구역,신현대,124,101,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,124,102,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,124,103,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,124,104,61.530000,61.530000,1,12,13,13층 10% 보정
2구역,신현대,124,201,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,124,202,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,124,203,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,124,204,63.020000,62.089364,1,12,13,13층 10% 보정
2구역,신현대,124,301,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,124,302,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,124,303,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,124,304,64.540000,62.648727,1,12,13,13층 10% 보정
2구역,신현대,124,401,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,124,402,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,124,403,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,124,404,65.640000,63.208091,1,12,13,13층 10% 보정
2구역,신현대,124,501,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,124,502,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,124,503,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,124,504,65.640000,63.767455,1,12,13,13층 10% 보정
2구역,신현대,124,601,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,124,602,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,124,603,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,124,604,66.610000,64.326818,1,12,13,13층 10% 보정
2구역,신현대,124,701,67.490000,64.886182,1,12,13,13층 10% 보정
